movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
蜘蛛侠3 Spider-Man 3,动作科幻冒险,2007,"https://movie.douban.com/subject/1418189
",蜘蛛侠（托比•马奎尔TobeyMaguire饰）在经历了重重考验之后，成为了人人敬仰的正义英雄，抱得美人归。但是，光环下蜘蛛侠，也有自己的心病：他在第一集时放走了小偷导致最亲爱的叔叔被小偷杀死，帕克一直耿耿于怀。生活顺意的帕克开始变得目中无人，当他再次抓到那个小偷时，残忍地看着他从楼上摔下致死，过后才发现自己惩罚错了人，真凶是“沙人”。当帕克将“沙人”残忍杀死后，帕克心内的阴暗面渐渐在帕克的身体内占据了上风，蜘蛛侠最终演变成邪恶的“毒蜘蛛”！糟糕的是，帕克没有察觉到自身的变化，帕克最终如何摆脱自身的邪恶？,山姆·雷米 导演,托比·马奎尔 饰 Spider-Man / Peter Parker,克斯汀·邓斯特 饰 Mary Jane Watson,詹姆斯·弗兰科 饰 New Goblin / Harry Osborn,托马斯·哈登·丘奇 饰 Sandman / Flint Marko,托弗·戈瑞斯 饰 Venom / Eddie Brock,,
圣诞夜惊魂 The Nightmare Before Christmas,动画音乐奇幻,1993,"https://movie.douban.com/subject/1297131
",万圣镇的各位鬼怪，已经习惯于在每年万圣节那天出没搞作一下，他们是彻头彻尾的少根筋的生物，只晓得如何吓人。而南瓜王子杰克，是非常与众不同的一个。他已经厌倦了带给人们惊恐的玩意，一心想做出某些改变。偶然一次打开了圣诞镇的大门，让他眼前豁然一亮，杰克心中燃起了要带领兄弟制造圣诞欢乐的决心。但是，这帮万圣镇的鬼怪们似乎并不明白其中深意。杰克绑架了胖乎乎的圣诞老人，吩咐伙计们开始埋头制作圣诞礼物。满脑只有恐怖点子的万圣镇兄弟，又怎能逃过思维惯性，做出令人欢乐的礼物呢。于是，恐怖的、吓人的礼物将在圣诞那夜抛给孩子们，当杰克坐着人造鹿车派出礼物时，一枚高射炮正对准了这个好心办坏事的可怜虫。,亨利·塞利克 导演,丹尼·艾夫曼 配 Jack Skellington - Singing Voice / Barrel / Clown with the Tear Away Face,克里斯·萨兰登 配 Jack Skellington,凯瑟琳·欧哈拉 配 Sally / Shock,威廉·赫基 配 Evil Scientist,格伦·沙迪克斯 配 Mayor,,
笑傲江湖2：东方不败 笑傲江湖II東方不敗,剧情爱情武侠古装,1992,"https://movie.douban.com/subject/1294417
",令狐冲（李连杰饰）在按计划与日月神教的朋友会面后，将和小师妹岳灵珊（李嘉欣饰）等其他华山派师兄弟赴牛背山归隐退出江湖。路途中意外发现练就“葵花宝典”的东方不败（林青霞饰），但令狐冲不认识东方不败，误将对方当成一位美貌女子。后来几次相遇，还一道饮酒吟诗。在同任盈盈（关之琳饰）、蓝凤凰（袁洁莹饰）会合后，几个月来江湖不平，大事连连。任我行为东方不败所囚禁，他们商量着夺回日月神教，便乔装进入浪人营打探，救出任我行。另一边华山派弟子惨遭毒手，黑木崖上，令狐冲和一干人都想着报仇，他惊觉眼前人竟是东方不败……,程小东 导演,李连杰 饰 令孤冲,林青霞 饰 东方不败,关之琳 饰 任盈盈,李嘉欣 饰 岳灵珊,李子雄 饰 服部千军,,
有话好好说,剧情喜剧,1997,"https://movie.douban.com/subject/1296436
",失恋的青年赵小帅（姜文饰）是名个体书商，他与女友安红(瞿颖饰)分手后又想和好，死缠烂打不放。不过，安红正与某娱乐公司的老板刘德龙（刘信义饰）恋爱，视对方为情敌的两人终于大打出手。混乱之中，小帅抢过行人张秋生（李保田饰）的背包，当武器抡打，砸电线杆上将包内电脑摔坏。最终小帅仍被打伤，他发誓要报仇，将刘德龙一只手跺掉。张秋生为索赔电脑奔波于小帅与刘德龙之间，协商着息事宁人，索还电脑。而赵小帅依然为报复刘德龙寻找机会，张秋生拼命阻止，最终小帅的复仇计划离奇落空……,张艺谋 导演,姜文 饰 赵小帅,李保田 饰 张秋生,瞿颖 饰 安红,刘信义 饰 刘德龙,葛优 饰 警官,,
卡萨布兰卡 Casablanca,剧情爱情战争,1942,"https://movie.douban.com/subject/1296753
",二战期间，卡萨布兰卡是欧洲逃往美国的必经之地，那里鱼龙混杂，局势紧张。里克（亨佛莱•鲍嘉HumphreyBogart饰）是一个神秘的商人，他在卡萨布兰卡开了一家人气很旺的夜总会，并拥有两张宝贵的通行证。一天，反纳粹人士维克多和妻子伊尔莎（英格丽•褒曼IngridBergman饰）来到夜总会，原来他们正在逃避纳粹的追捕。碰巧的是，里克发现，伊尔莎竟然是他的旧日情人。那段爱曾经刻骨铭心，却因为一个误会而终止。而当误会消解时，伊尔莎和里克的感情还是不可避免的重燃了。里克手上的两张通行证能帮助维克多度过难关，但这样一来，伊尔莎是决定留下，还是离去，他们的爱情在政治和伦理的推波逐流中走向何方。,迈克尔·柯蒂兹 导演,亨弗莱·鲍嘉 饰 Rick Blaine,英格丽·褒曼 饰 Ilsa Lund,保罗·亨雷德 饰 Victor Laszlo,克劳德·雷恩斯 饰 Captain Louis Renault,康拉德·韦特 饰 Major Heinrich Strasser,,
拆弹部队 The Hurt Locker,剧情惊悚战争,2008,"https://movie.douban.com/subject/2028645
",美军侵入伊拉克后，上士威廉姆斯•詹姆斯（杰瑞米•雷纳JeremyRenner饰）被调入陆军亡命连拆弹组，接替刚在巴格达执行任务中牺牲的同事。拆弹组另两人，负责联络的士官桑波恩（安东尼•麦凯AnthonyMackie饰）和负责掩护的特种兵欧文（布莱恩•杰拉蒂BrianGeraghty饰）对意气用事的威廉姆斯相当反感。但在联合国大楼的拆弹行动中，抗拒命令强行拆弹的威廉姆斯却得到上校瑞德（大卫•莫尔斯DavidMorse饰）的赞赏。在一次仓库拆弹任务中，威廉姆斯认为被用作尸体炸弹的伊拉克小男孩是他在军营认识的卖盗版DVD的贝克汉姆（克里斯托佛•萨伊ChristopherSayegh饰）。小贝克汉姆的死让威廉姆斯更为疯狂，竟私离军营单枪匹马入城调查……本片荣获2010年第82届奥斯卡最佳影片、最佳导演、最佳原创剧本、最佳剪辑、...(展开全部),凯瑟琳·毕格罗 导演,杰瑞米·雷纳 饰 威廉·杰姆斯 Staff Sergeant William James,安东尼·麦凯 饰 桑伯恩中士 Sergeant JT Sanborn,布莱恩·格拉格提 饰 欧文 Specialist Owen Eldridge,克里斯托弗·沙耶 饰 约翰 Beckham,大卫·摩斯 饰 上校里德 Colonel Reed,,
我在伊朗长大 Persepolis,剧情动画传记,2007,"https://movie.douban.com/subject/1962116
",电影改编自伊朗女插画家MarjaneSatrapi的同名漫画，以自传的形式讲述了自己的成长经历，反映了伊朗的社会变迁。1979年之后，伊朗发起了伊斯兰教革命，社会动荡不安，革命的失败更使伊朗失去民主的希望，日渐保守，人民苦不堪言。九岁的Marjane早熟、敏感，她聪明地瞒过官方爪牙，迷上了西方朋克乐队和流行音乐，沉浸在自己的世界。两伊战争爆发之后，伊朗的生活更加艰难，Marjane渐渐长大，越来越大胆的行为让父母担心不已，她14岁那年，被父母送到了奥地利上学。在奥地利，Marjane身为一个伊朗人，不得不面对别人的歧视和自卑的情绪。当她终于克服了心理障碍，赢得大家认可的时候，爱情的伤痛和对家乡的思念，却使她决定回到父母身边。此时的伊朗，依然经历着战火的洗礼，宗教对妇女生活的限制越发严苛，Marjane开始怀疑自己是否应该在这个充满专制的国度...(展开全部),文森特·帕兰德 导演,玛嘉·莎塔琵 导演,齐雅拉·马斯楚安尼 配 马贾内 Marjane,达尼埃尔·达里约 配 奶奶 Grandma,凯瑟琳·德纳芙 配 妈妈 Mom,西蒙·阿布卡瑞安 配 爸爸 Dad,,
云水谣,剧情爱情战争,2006,"https://movie.douban.com/subject/1949811
",年轻的陈秋水（陈坤饰）为少女王碧云（徐若瑄饰）的弟弟雨萌当家庭教师，他清朗潇洒，有一套快乐的学习方法，两人一起唱歌学英文，简单快乐，很快就堕入爱河。然而陈秋水是左翼人士，为避难必须逃往大陆。虽然似乎是短暂的离别，但秋水离去前仍与王碧云私定终生，发誓矢志不渝。但离别似乎很漫长。秋水甚至与台湾失去了联络，但等待和思念仍埋在他的心中。部队护士王金娣（李冰冰饰）对他坦言爱意，并展开追求。战争结束后，王金娣跟随秋水调至西藏，一路照顾无微不至。秋水亦多次寻碧云未果，决定把旧情藏于心底，不辜负决心随他的王金娣，二人成婚，但命运的嘲弄却在不远处。秋水不知道，身在台湾的王碧云，终身未嫁，一生都在等待。,尹力 导演,陈坤 演员,李冰冰 演员,归亚蕾 演员,秦汉 演员,梁洛施 演员,,
哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,悬疑奇幻冒险,2005,"https://movie.douban.com/subject/1309055
",这是一个不同寻常的学期，魔法学校的盛事：三强争霸赛在霍格沃茨举行。学生们争先报名，希翼获得永恒无上的荣誉。火焰杯在选出三所学校的三名勇士后，竟将未足年龄的哈利也挑选出来。哈利（DanielRadcliffe饰）的当选引起其他学生的嫉妒连连，就连铁哥们罗恩（RupertGrint饰）也首次和他闹起了别扭，哈利感到孤立无援，还好有教父小天狼星和赫敏一直支持他。可总有些好事者如记者丽塔等着看他的好戏。天知道这场比赛是何等艰辛危险，在龙的眼皮下偷蛋，潜入湖底救人，在迷宫中探险……一不小心，甚至可能付出生命的代价。黑魔王伏地魔的威胁渐渐显现，每一天都险象环生，动人心弦。,迈克·内威尔 导演,丹尼尔·雷德克里夫 饰 Harry Potter,艾玛·沃森 饰 赫敏·格兰杰,鲁伯特·格林特 饰 Ron Weasley,迈克尔·刚本 饰 Albus Dumbledore,玛吉·史密斯 饰 Minerva McGonagall,,
附注：我爱你 P.S. I Love You,剧情爱情,2007,"https://movie.douban.com/subject/1920796
",霍莉（希拉里•斯万克饰）与盖里（杰拉德•巴特勒饰）深爱彼此，虽然有时候他们会有争吵，可是这些都是他们生活中的情趣。霍莉感觉自己已经找到了最爱，盖里却在他们婚后罹患脑癌并逝世了。自此，霍莉便生活在失去挚爱的痛苦中。她感觉丈夫并没有就此离开，她还能在家中感受到盖里的气息。她把自己困在家中，两位好友丹尼丝（莉莎•库卓饰）、莎拉及霍莉的母亲还有母亲酒吧里的酒保丹尼尔都十分担心她。就在她三十岁生日的那天开始，她便不断收到由盖里给她寄来的信，每封信的最后都加上一句“我爱你”的附注。盖里的信为霍莉的生活注入了力量，她一步步的向前走，但事实上盖里已经死去了，她终究要自己独自生活。丹尼丝怀孕了，莎拉即将要结婚，她们两个都生活在幸福当中，霍莉突感落寞。她又开始躲避众人，自认识霍莉后丹尼尔一直都陪在霍莉身边，丹尼尔向霍莉表达自己的爱意。霍莉第一次跑到母亲怀里痛哭...(展开全部),理查德·拉·格拉文斯 导演,希拉里·斯万克 饰 Holly,杰拉德·巴特勒 饰 Gerry,丽莎·库卓 饰 Denise,吉娜·格申 饰 Sharon,詹姆斯·马斯特斯 饰 John,,
山楂树之恋,剧情爱情,2010,"https://movie.douban.com/subject/4151110
",http://site.douban.com/106309/山楂树之恋豆瓣小站20世纪70年代初，响应毛主席号召，知识青年上山下乡。老师（成泰燊饰）带着教育革命实践小组来到西坪村采风编教材。高中生静秋（周冬雨饰）被安排在老村长（李雪健饰）家，村长媳妇（萨日娜饰）介绍情况时，提到了一个名叫老三（窦骁饰）的小伙子。他是地质勘探队成员，平日作业，很少回家。静秋对老三很好奇，终于两人相见，以山楂树为话题，袒露心扉，互有好感。老三送她钢笔，陪她解忧，慢慢两人暗生情愫。但静秋返城时，听到老三有女友的传闻，态度骤冷。静秋的父亲被打成右派，母亲（奚美娟饰）在劳动改造，她和弟弟妹妹课余帮母亲糊信封，生活很艰苦。为了能留校，静秋还要辛勤打工。被误会的老三，只得暗暗想方设法帮助静秋，直到两人重归于好。但他们的事被静秋的母亲撞见了。为了静秋的前途，老三在逼迫...(展开全部),张艺谋 导演,周冬雨 饰 静秋,窦骁 饰 老三,奚美娟 饰 静秋母亲,李雪健 饰 张队长,姜瑞佳 饰 魏红,,
恋爱假期 The Holiday,喜剧爱情,2006,"https://movie.douban.com/subject/1498831
",爱丽斯(凯特•温斯莱特KateWinslet饰)住在英国伦敦的乡村，而阿曼达(卡梅隆•迪亚兹CameronDiaz饰)则是洛杉矶的美国丽人。她们在天南地北的两端，却遇上了同样的问题：在感情上遭受了挫败，令生活灰暗无光。二人在网上聊天，商议在圣诞节到来之前，到对方的环境去生活，交互双方的住所作为度假场地。于是，一场令人兴奋的旅行开始了。爱丽斯来到美国大都市，阿曼达则乘班机前往极具英伦情调的英国乡村。除了新鲜的生活环境，当地男生的魅力更让她们猝不及防。,南希·迈耶斯 导演,卡梅隆·迪亚兹 饰 Amanda,凯特·温丝莱特 饰 Iris,裘德·洛 饰 Graham,杰克·布莱克 饰 Miles,埃里·瓦拉赫 饰 Arthur,,
敢死队 The Expendables,动作惊悚冒险,2010,"https://movie.douban.com/subject/3279080
",其貌不扬的退伍老兵巴尼·罗斯（西尔维斯特·史泰龙SylvesterStallone饰）生活在城市的某个角落，事实上他却是一支特种兵的领袖，其麾下云集了李（杰森·斯坦森JasonStatham饰）、杨（李连杰JetLi饰）等一众高手。正所谓艺高人胆大，只要酬金给足，再危险的任务也敢接。这天，来自中情局的教堂先生（布鲁斯·威利斯BruceWillis饰）联系到巴尼，雇用他们前往位于南美的比莱纳岛，铲除与美国政府作对的独裁将军加尔萨（DavidZayas饰）。由于任务艰险，巴尼和李先行探路，发现加尔萨与前中情局官员詹姆斯·门罗相互勾结，残酷压榨比莱纳岛的人民。不久巴尼和他的战友赶赴小岛，而更大的挑战正等待着这群骁勇的战士们……,西尔维斯特·史泰龙 导演,西尔维斯特·史泰龙 演员,杰森·斯坦森 演员,李连杰 演员,杜夫·龙格尔 演员,埃里克·罗伯茨 演员,,
死神来了 Final Destination,惊悚恐怖,2000,"https://movie.douban.com/subject/1300300
",剧情惊险恐怖，环环相扣。高中生艾利克斯-伯朗宁（德文•萨瓦DevonSawa饰）与7名同班同学登机前往巴黎。起飞前，他突然预感到恐怖的一幕：飞机将会在空中爆炸。艾利克斯非常惊恐，大喊飞机即将出事，大家要立刻下机，结果混乱中他和其余6名乘客被机组人员赶了出来。但是，被艾利克斯不幸言中，飞机在半空中爆炸，全部人员罹难。所有下了机的人都在庆幸大难不死，却不知死神还是不愿放过他们。接下来，等待他们的将会是更恐怖的死亡方式和更难逃脱的死亡命运。而艾利克斯又能从各人的死亡顺序里面发现什么秘密，在死神的魔爪中逃出生天？,黄毅瑜 导演,戴文·萨瓦 演员,艾丽·拉特 演员,科尔·史密斯 演员,克里森·克拉克 演员,丹尼尔·洛巴克 演员,,
空房间 빈집,剧情爱情犯罪,2004,"https://movie.douban.com/subject/1308833
",泰石（在熙饰）是个无所事事的年轻人，他每天骑着摩托车挨家发传单，将它塞入钥匙孔中。如果过几天传单还没有被人拿掉，泰石就会撬开锁进去小住一段时间，在那洗澡做饭拍照。作为交换，他会帮主人家做些家务、打理房间。一次，他在一所空房子里遇见了一个被丈夫施虐折磨过的女人善华（李丞涓饰）。她浑身青肿，眼神里流露着哀怨。逃走后的泰石惦记着善华，再返回她家时，恰好碰上善华的丈夫在虐待她，他当即出手，带走了她。后来，他们两个人恢复到以前的神秘生活，结伴一起寻找空房间，虽没有言语交流，却彼此默契。一次他们进入陌生人房间时，发现一具老人的尸体，他们为他办了一个认真的葬礼后就在这件屋子快乐的住下。直到一天老人的儿子找上门来，他们被当作杀人嫌疑犯带走。泰石锒铛入狱，善华被老公带走。但是故事并没有在这里结束。,金基德 导演,在熙 饰 泰石,李成延 饰 善花,李忠秀 饰 善花丈夫,李美淑 饰 老人的女儿,朴世珍 演员,,
"纳尼亚传奇1：狮子、女巫和魔衣橱 The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",剧情奇幻冒险,2005,"https://movie.douban.com/subject/1309052
",二战期间，四个小孩子随着父母来到乡下避战。这些乡村住宅古色古香，其中有一个房间里摆着一个大衣柜。一天，几个小孩子玩捉迷藏，露西（乔基·亨莉GeorgieHenley饰）躲进了衣柜里，眼前却意外出现了一个神奇的世界——那里白雪皑皑，荒无人烟。她在雪地上走着走着，遇上了人羊怪物。其他孩子也一一进入这个魔法衣橱。他们得知里面的王国叫纳尼亚，正在被一个邪恶的女巫所统治。女巫想把这几个外来者一网打尽，同时这些孩子得知纳尼亚正在女巫的黑暗统治后，和雄狮亚斯兰并肩作战，帮助纳尼亚开始了复国之举。,安德鲁·亚当森 导演,乔芝·韩莉 演员,斯堪德·凯恩斯 演员,威廉·莫斯里 演员,安娜·帕波维尔 演员,蒂尔达·斯文顿 演员,,
野猪大改造 野ブタ。をプロデュース,剧情喜剧,2005,"https://movie.douban.com/subject/1451430
",高中生桐谷修二（龟梨和也饰）是学校里的人气王，为人八面玲珑，深受老师和同学喜爱，还有个人人称羡的女朋友真理子（戸田恵梨香饰），但事实上，他从来只是把这一切当作无聊的游戏，就像戴着假面般，说话做事全然不是出自真心。最让修二头疼的是同班的怪人草野彰（山下智久饰），说话做事全不按牌理出牌，还自称了解修二老是缠着他。某日，班里来了一位转学生小谷信子（堀北真希饰），总是面无表情沉默不语的她很快遭到了女生们的排挤和欺负，“这是个我无法生存的世界，再怎样努力也无济于事。”听到信子说出这样丧气的话，心生同情的修二和彰萌生了帮助她的念头，他们拟定了名为“野猪大改造”的计划，一步一步将信子从自闭的阴影中脱离，成为受欢迎的对象。,岩本仁志 导演,龟梨和也 饰 桐谷修二,山下智久 饰 草野彰,堀北真希 饰 小谷信子,户田惠梨香 饰 上原麻里子,森迫永依 饰 小谷信子(童年),,
大红灯笼高高挂,剧情,1991,"https://movie.douban.com/subject/1293323
",大学刚读半年的颂莲（巩俐）被贪钱的母亲逼迫着嫁进陈家大院，成了老爷的第四房姨太。陈府有老规矩，姨太太们傍晚时分要站在自已的屋子前，等待下人送来的意味被老爷“临幸”的大红灯笼。起初因为“新人”身份，颂莲得到老爷最多宠幸，但也因此被其它三位姨太太尤其笑里藏刀的二姨太（曹翠芬）挤兑得叫苦不迭。因为涉世不深，生性反叛好强的颂莲急欲争一口气，使计又成老爷身边红人，不想计被看穿，终败于二姨太手下酿成悲剧。而三姨太（何赛飞）的经历虽与颂莲迥异，却也殊途同归逃不出宿命。,张艺谋 导演,巩俐 饰 颂莲(四姨太),马精武 饰 陈佐千(老爷),何赛飞 饰 梅珊(三姨太),曹翠芬 饰 卓云(二姨太),周琦 饰 陈百顺(管家),,
空中监狱 Con Air,剧情动作惊悚犯罪,1997,"https://movie.douban.com/subject/1300618
",空中监狱是美国运送全美最危险的罪犯而专设的飞机。卡麦伦（尼古拉斯•凯奇NicolasCage饰）坐上这趟飞机，不是因为他罪恶滔天，而是他为了赶在女儿生日那天，亲手给女儿一份礼物而申请的一次飞行。他在狱中表现良好，典狱官答应了他这个请求。然而，却有一个难题——在这趟飞机上，还押送着一帮杀人狂魔。警探非常留神随时可能出现的危险，但防不胜防的是，飞行过程中那帮暴徒还是挟持了飞机上全部的警察，卡麦伦也被迫帮他们完成逃脱任务。地面的联邦部队决定把飞机打下，把狂徒一网打尽，身陷险境的卡麦伦该逃出这个空中监狱？,西蒙·韦斯特 导演,尼古拉斯·凯奇 演员,约翰·库萨克 演员,约翰·马尔科维奇 演员,文·瑞姆斯 演员,科尔姆·米尼 演员,,
钢琴课 The Piano,剧情爱情音乐,1993,"https://movie.douban.com/subject/1293818
",苏格兰单身母亲艾达·麦格拉斯（霍利·亨特饰）自六岁起就放弃了讲话，只通过钢琴倾诉满腔情感。1852年，麦格拉斯远嫁新西兰的斯图尔特（山姆·尼尔饰），将钢琴也一并带了去。可是斯图尔特人手不够，只得将笨重的钢琴遗弃海滩。斯图尔特之友乔治·贝恩斯（哈维·凯特尔饰）爱上了麦格拉斯，用八十英亩土地与斯图尔特交易。斯图尔特转让了钢琴，并命麦格拉斯教贝恩斯奏琴。钢琴课上，贝恩斯提议，如果麦格拉斯在教琴的时候允许某些出格的事情发生，一次课便可换回一个琴键……,简·坎皮恩 导演,霍利·亨特 饰 爱达 Ada,哈威·凯特尔 饰 贝恩斯 Baines,山姆·尼尔 饰 斯图尔特 Stewart,安娜·帕奎因 饰 弗洛拉 Flora,克利夫·柯蒂斯 饰 马纳 Mana,,
月球 Moon,剧情科幻悬疑,2009,"https://movie.douban.com/subject/3073124
",未来世界，随着科技的飞速进步，地球的污染也越来越严重。为了遏制这种现状，一家名为月能工业有限公司的企业应运而生。该公司致力于月球能源的开发，通过采集氦-3来满足地球对能源的需求。月能公司在月球设有基地，山姆·贝尔（山姆·洛克威尔SamRockwell饰）正是该基地上唯一的工作人员。山姆是公司聘用的合同工，他已在月球孤零零地生活3年，陪伴他的只有智能机器人戈蒂（凯文·斯派西KevinSpacey饰）。枯燥乏味的生活令山姆归心似箭，在还有两周就离开月球的时候，山姆偶然遭遇一起事故。醒来后的他发现戈蒂似乎对其有所隐瞒，公司高层也拒绝他的回程请求。山姆借机逃出基地，却在事故发生地点发现另一个自己……本片荣获2009年爱丁堡国际电影节最佳英国影片奖、2009年西雅图国际电影节最佳男主角奖。,邓肯·琼斯 导演,山姆·洛克威尔 演员,凯文·史派西 配音,多米妮克·麦克艾丽戈特 演员,卡雅·斯考达里奥 演员,本尼迪克特·黄 演员,,
木乃伊 The Mummy,剧情动作奇幻冒险,1999,"https://movie.douban.com/subject/1295229
",埃及城市哈姆纳塔是历代法老墓地，相传此处拥有法老留下的大量珍奇异宝，源源不断的人前往掘金，但却生还者寥寥。哈姆纳塔因此成为谜样的所在，获名“亡灵之城”。图书管理员伊芙琳（RachelWeisz瑞切尔·薇茨饰）偶然得到一张哈姆纳塔的地图，大为兴奋的她决定和哥哥一起去那儿考古，他们找到曾经的幸存者欧康诺（BrendanFraser布兰登·弗雷泽饰），三人结伴前往。一段惊险旅途后，伊芙琳一行与其他人终于抵达哈姆纳塔，可是最恐怖的事情发生了：三千年前赛提一世的大祭司伊莫顿犯下罪行，受到最严厉的诅咒被做成木乃伊封缄在石棺里，他的灵魂却不慎被唤醒，拥有了无比法力的伊莫顿即将血洗埃及，给世界带来无边灾难……,斯蒂芬·索莫斯 导演,布兰登·费舍 演员,蕾切尔·薇兹 演员,约翰·汉纳 演员,阿诺德·沃斯洛 演员,凯文·J·奥康纳 演员,,
末代皇帝 The Last Emperor,剧情传记历史,1987,"https://movie.douban.com/subject/1293172
",溥仪（尊龙饰）的一生在电影中娓娓道来。他从三岁起登基，年幼的眼光中只有大臣身上的一只蝈蝈，江山在他心中只是一个不明所以的名词。长大了，他以为可以变革，却被太监一把火烧了朝廷账本。他以为自己是大清江山的主人，却做了日本人的傀儡。解放后，他坐上了从苏联回来的火车，身边是押送监视他的解放军。他猜测自己难逃一死，便躲在狭小的卫生间里，割脉自杀。然而他没有死在火车上，命运的嘲笑还在等着他。文革的风风雨雨，在他身上留下了斑斑伤痕。,贝纳尔多·贝托鲁奇 导演,尊龙 饰 溥仪,陈冲 饰 婉容,邬君梅 饰 文绣,彼得·奥图尔 饰 庄士敦,英若诚 饰 监狱长,,
一个都不能少,剧情,1999,"https://movie.douban.com/subject/1294963
",水泉小学唯一的老师高老师因为家中有事，不得不暂时请假回家。村长不得不从隔壁的村子找来了一个十三四岁的女孩魏敏芝来代替高老师上课。高老师觉得她年纪小，可是无奈找人不容易，只好嘱咐魏敏之每天给他们抄课文，准确点清人数，一个都不能少。原本30多个学生，因为家里负担不起，所以只剩下了26个。学生都觉得这个老师太年轻了，没有老师的样子便开始欺负她，整个教室都乱哄哄的。张慧科家境贫穷，母亲又病卧在床，所以他不得不到城里打工挣钱。魏敏芝得知情况后，呼吁同学一起凑钱去找他回来。魏敏芝到达城里后，历经辛苦，在好心人的帮助下才找到了张慧科，而且这些山区的孩子得到了社会的很大关注。,张艺谋 导演,魏敏芝 演员,张慧科 演员,田正达 演员,高恩满 演员,孙志梅 演员,,
特洛伊 Troy,动作爱情,2004,"https://movie.douban.com/subject/1308751
",在浪漫壮观、引人遐思的古希腊，奥林匹亚众神与人类之间的爱恨传奇至今为人津津乐道，而在这其中，荷马史诗《伊里亚特》所记录的特洛伊之战更是后世剧作家与观者反复演绎的经典作品。当特洛伊王子帕里斯（奥兰多·布鲁姆OrlandoBloom饰）受希腊斯巴达国王之邀赴宴之际，却迷恋上了国王的妻子海伦（黛安·克鲁格DianeKruger饰），对方倾国倾城的容貌让他不能自已，遂将海伦带回自己的国家。此举引发了希腊诸国的愤怒，在迈锡尼国王阿伽门侬（布莱恩·考克斯BrianCox饰）的号召下，一支强大的联军浩浩荡荡向特洛伊挺进。在随后长达十年的战争中，阿喀琉斯（布拉德·皮特BradPitt饰）、奥德修斯（肖恩·宾SeanBean饰）、赫克托尔（艾瑞克·巴纳EricBana饰）等英雄各逞英豪，谱写了荡气回肠却又令人扼腕唏嘘的传奇史诗……...(展开全部),沃尔夫冈·彼德森 导演,布拉德·皮特 饰 Achilles,黛安·克鲁格 饰 Helen,奥兰多·布鲁姆 饰 Paris,朱利安·格洛弗 饰 Triopas,布莱恩·考克斯 饰 Agamemnon,,
加菲猫 Garfield,喜剧家庭,2004,"https://movie.douban.com/subject/1308776
",加菲猫从小到大的生活都沉浸在――高热量的食物，睡觉，捉弄愚蠢的狗狗和主人乔恩•阿卜(布瑞金•梅耶BreckinMeyer饰)的宠爱中，加菲觉得这就是完美的生活。直到有一天，乔恩带加菲去宠物医院时，受美女兽医所托领养了小狗欧弟，加菲的生活彻底改变。欧弟的到来意味着要和加菲分享食物和阿卜的宠爱，更让加菲嫉妒的是阿卜和美女兽医约会竟然带欧弟而不带它。加菲恨不得将欧弟赶出家门。一晚，加菲将欧弟关在门外，原只想惩罚一下欧弟，没想到欧弟走失了。阿卜四出寻找欧弟未果。加菲通过调查，得知欧弟被残忍的训狗师捉走了。加菲决定大展身手，只身前往救出欧弟。,彼得·休伊特 导演,布瑞金·梅耶 演员,詹妮弗·洛芙·休伊特 演员,斯蒂芬·托布罗斯基 演员,比尔·默瑞 配音,埃文·阿诺德 演员,,
红高粱,剧情爱情历史战争,1988,"https://movie.douban.com/subject/1306505
",该片改编自莫言1986年发表的两部中篇小说《红高粱》和《高粱酒》。因为一匹骡子，“我奶奶”九儿（巩俐饰）的父母要她嫁给一位拥有一座酒坊的50岁麻风病人。九儿乘坐花轿出嫁时，在途中被一名强盗拦截。其中一名抬轿男子余占鳌（姜文饰）打退了强盗，九儿因而和他开始相互喜欢。3天后九儿回乡探望父母。抬轿男子突然从高粱田里冲出来，抢走了九儿。他们在高粱田野外交合。九儿回到酒坊的时候发现麻风病的丈夫死了，“我奶奶”撑起李家的烧酒作坊，不久余占鳌正式成为“我爷爷”，并独创酿制好酒十八红的方法。抗日战争期间，“我爷爷”和“我奶奶”连手谱写了一曲悲歌。,张艺谋 导演,巩俐 饰 我奶奶（九儿）,姜文 饰 我爷爷（余占鳌）,滕汝骏 饰 我罗汉爷爷（刘罗汉）,钱明 饰 我奶奶她爹（九儿父亲）,陈志刚 演员,,
